brand_id,month,trxn_sum,trxn_count,clients_count
diyPqb,2024-07-01,3746082340.72,1519814,583103
diyPqb,2024-08-01,2955024166.735,1331897,520304
diyPqb,2024-09-01,2469201806.3735,1192651,438743
diyPqb,2024-10-01,1989254265.18,849874,340308
3WXkm,2023-10-01,99239623.58471,135489,100133
3WXkm,2023-11-01,373648487.41191,493675,297205
3WXkm,2023-12-01,481079574.20011,531914,317219
3WXkm,2024-01-01,395515640.94197,529062,316443
3WXkm,2024-02-01,390900525.98162,537761,324480
3WXkm,2024-03-01,428797559.36964,581041,343481
3WXkm,2024-04-01,430509894.95434,603592,349183
3WXkm,2024-05-01,477632926.91722,654318,370779
3WXkm,2024-06-01,502213798.88051,643112,376263
3WXkm,2024-07-01,577943073.83044,704335,400946
3WXkm,2024-08-01,564177714.14189,697154,396931
3WXkm,2024-09-01,566125288.50022,665484,382456
3WXkm,2024-10-01,423447095.11451,503970,304531
haKV6e,2023-10-01,246595.72,83,77
haKV6e,2023-11-01,2313440.0,286,260
haKV6e,2023-12-01,1735597.0,289,266
haKV6e,2024-01-01,1432951.0,414,362
haKV6e,2024-02-01,1151498.0,347,303
haKV6e,2024-03-01,1135441.97,321,272
haKV6e,2024-04-01,875878.0,346,290
haKV6e,2024-05-01,1383678.5,325,271
haKV6e,2024-06-01,2242074.74,720,601
haKV6e,2024-07-01,2179105.8,541,465
haKV6e,2024-08-01,3184172.9,930,738
haKV6e,2024-09-01,2007267.4,531,437
haKV6e,2024-10-01,933617.0,355,302
QwKqqyth,2023-10-01,401956533.82541,101019,86374
QwKqqyth,2023-11-01,1483787764.71406,360508,259488
QwKqqyth,2023-12-01,1452072687.71184,385655,290440
QwKqqyth,2024-01-01,1161381126.23599,334362,256257
QwKqqyth,2024-02-01,1135341849.86566,329730,250910
QwKqqyth,2024-03-01,1228354698.86683,330939,254984
QwKqqyth,2024-04-01,1241728024.66327,349989,270381
QwKqqyth,2024-05-01,1392840391.75751,393094,289291
QwKqqyth,2024-06-01,1376086607.46975,435515,321579
QwKqqyth,2024-07-01,1155387186.43955,390293,294385
QwKqqyth,2024-08-01,1357273741.792,419180,323631
QwKqqyth,2024-09-01,1126741041.77077,331444,257421
QwKqqyth,2024-10-01,1141288027.17292,276187,214849
a2HVys,2023-10-01,25606419.85,57261,47677
a2HVys,2023-11-01,90293498.44,199641,144945
a2HVys,2023-12-01,100285673.24,204823,150411
a2HVys,2024-01-01,103248362.1,215683,158145
a2HVys,2024-02-01,96930220.38,200934,147868
a2HVys,2024-03-01,98122703.68,196844,142629
a2HVys,2024-04-01,110595382.01,228714,166445
a2HVys,2024-05-01,118209815.29,237047,172351
a2HVys,2024-06-01,121034892.95,231570,169719
a2HVys,2024-07-01,126131653.42,236936,174886
a2HVys,2024-08-01,135169343.9,253836,184549
a2HVys,2024-09-01,125850037.72,240919,177700
a2HVys,2024-10-01,92040436.1,178223,137108
4jTYhX8,2023-10-01,374475299.38,811767,377868
4jTYhX8,2023-11-01,1373381794.7,2805381,725829
4jTYhX8,2023-12-01,1670185462.24,2975140,772315
4jTYhX8,2024-01-01,1487340356.08,2746853,735889
4jTYhX8,2024-02-01,1594039990.18,2939657,769915
4jTYhX8,2024-03-01,1812340697.95,3461249,859804
4jTYhX8,2024-04-01,1835261981.69,3615123,917884
4jTYhX8,2024-05-01,1855969081.21,4002036,996324
4jTYhX8,2024-06-01,1878897412.6,4013113,1033899
4jTYhX8,2024-07-01,1851184970.11,4047136,1016766
4jTYhX8,2024-08-01,1799498566.62,3886055,995011
4jTYhX8,2024-09-01,1823172669.42,4060129,1000183
4jTYhX8,2024-10-01,1311356970.07,2743221,799369
CNSz1qa,2023-10-01,914297707.75,249242,168125
CNSz1qa,2023-11-01,3239906393.97,890715,452036
CNSz1qa,2023-12-01,3250267788.64,909766,473715
CNSz1qa,2024-01-01,2931389752.58,778713,418629
CNSz1qa,2024-02-01,2905366945.57,783182,415261
CNSz1qa,2024-03-01,3481956876.64,944312,485911
CNSz1qa,2024-04-01,4075209048.29,1070986,531992
CNSz1qa,2024-05-01,4580880975.48,1198815,576949
CNSz1qa,2024-06-01,4691789672.08,1186319,576508
CNSz1qa,2024-07-01,4512056257.34,1144803,549132
CNSz1qa,2024-08-01,4515477728.55,1160793,558549
CNSz1qa,2024-09-01,3986767394.38,1064422,524630
CNSz1qa,2024-10-01,2582538909.36,676939,381893
U3I8C,2023-10-01,155669332.45,18292,14754
U3I8C,2023-11-01,643682446.8659,81373,59713
U3I8C,2023-12-01,771069287.75,99821,75026
U3I8C,2024-01-01,586061190.22,78185,59759
U3I8C,2024-02-01,468949498.94715,63218,48782
U3I8C,2024-03-01,523869722.984,72217,54911
U3I8C,2024-04-01,460999858.0,55990,42760
U3I8C,2024-05-01,465589768.0057,58418,44510
U3I8C,2024-06-01,542785981.29,67317,52326
U3I8C,2024-07-01,578847521.35,66162,51405
U3I8C,2024-08-01,629060722.57,68606,52507
U3I8C,2024-09-01,522935266.32,60116,46299
U3I8C,2024-10-01,392408685.95,42464,33479
AjXODx8u,2023-10-01,1035191880.01,909426,520131
AjXODx8u,2023-11-01,3874662499.89,3166068,1106603
AjXODx8u,2023-12-01,6042682840.06,3740295,1297513
AjXODx8u,2024-01-01,3921460563.98,3097706,1120877
AjXODx8u,2024-02-01,3992833433.51,3094551,1105203
AjXODx8u,2024-03-01,4587032691.85,3595342,1236114
AjXODx8u,2024-04-01,4337977175.42,3550846,1244702
AjXODx8u,2024-05-01,4731720392.25,3925552,1348509
AjXODx8u,2024-06-01,4812090554.15,4002683,1392787
AjXODx8u,2024-07-01,4879921490.2,4054803,1406075
AjXODx8u,2024-08-01,4915132302.19,3986446,1404609
AjXODx8u,2024-09-01,4514088308.12,3844373,1316674
AjXODx8u,2024-10-01,3339102318.42,2715155,1068184
lteX9M,2023-10-01,63606408.92,174698,85310
lteX9M,2023-11-01,220996527.2,593762,177556
lteX9M,2023-12-01,249387842.74125,598287,181459
lteX9M,2024-01-01,209725457.16,502380,160035
lteX9M,2024-02-01,226551706.69,561834,171533
lteX9M,2024-03-01,263618960.443,678624,200656
lteX9M,2024-04-01,275621583.96549,754490,220746
lteX9M,2024-05-01,298442448.8515,826578,244484
lteX9M,2024-06-01,304422632.89,827492,250707
lteX9M,2024-07-01,306606653.1,842482,248600
lteX9M,2024-08-01,295135194.89,784755,237383
lteX9M,2024-09-01,311401956.96,875407,246207
lteX9M,2024-10-01,215832600.461,562071,181470
bzI3Dfw,2023-10-01,58032156.23,99244,49505
bzI3Dfw,2023-11-01,202527136.31,334240,98541
bzI3Dfw,2023-12-01,240948867.84,346591,103572
bzI3Dfw,2024-01-01,189428568.17,278676,87221
bzI3Dfw,2024-02-01,164987903.05,253193,75789
bzI3Dfw,2024-03-01,162709279.5,253678,74387
bzI3Dfw,2024-04-01,143850335.84,223145,64315
bzI3Dfw,2024-05-01,125482382.39,200316,53731
bzI3Dfw,2024-06-01,125628796.56,202717,57243
bzI3Dfw,2024-07-01,135013677.26,213008,60497
bzI3Dfw,2024-08-01,128714866.78,204511,59705
bzI3Dfw,2024-09-01,111743087.06,177823,51852
bzI3Dfw,2024-10-01,76430236.32,114128,38457
lrlvzcH,2023-10-01,44410157.0,18373,17063
lrlvzcH,2023-11-01,171799679.8,66707,58256
lrlvzcH,2023-12-01,378420972.24,121546,101949
lrlvzcH,2024-01-01,175179300.02,75663,65662
lrlvzcH,2024-02-01,189521903.14,69836,61289
lrlvzcH,2024-03-01,287099057.05,103919,88480
lrlvzcH,2024-04-01,181215084.22,72755,63061
lrlvzcH,2024-05-01,190707991.48,73830,63293
lrlvzcH,2024-06-01,197790774.94,71941,62737
lrlvzcH,2024-07-01,240356292.8,84598,71999
lrlvzcH,2024-08-01,299469379.33,103779,84125
lrlvzcH,2024-09-01,256449976.39,83565,69403
lrlvzcH,2024-10-01,182174024.88,55489,48270
e2rZ5,2023-10-01,343826658.36,234118,169250
e2rZ5,2023-11-01,1254623137.03,893538,447166
e2rZ5,2023-12-01,1667851793.0569,1105370,569903
e2rZ5,2024-01-01,1209778752.95789,900161,474669
e2rZ5,2024-02-01,1160666916.65,874345,458846
e2rZ5,2024-03-01,1401164941.68,987472,516844
e2rZ5,2024-04-01,1450116185.74,983933,510853
e2rZ5,2024-05-01,1568790197.82,1121425,555045
e2rZ5,2024-06-01,1417855207.66,1049649,541018
e2rZ5,2024-07-01,1394041514.78,1019814,525256
e2rZ5,2024-08-01,1972563204.7,1331615,642075
e2rZ5,2024-09-01,1587788988.59,1166209,581491
e2rZ5,2024-10-01,1176063515.56,815197,449625
kUoEzc,2023-10-01,368599910.99594,621604,292961
kUoEzc,2023-11-01,1300081226.42786,2102020,568961
kUoEzc,2023-12-01,1696076169.34388,2207948,605683
kUoEzc,2024-01-01,1380421105.70522,1997282,577124
kUoEzc,2024-02-01,1433073768.10873,2107777,590568
kUoEzc,2024-03-01,1670920851.28155,2477726,664856
kUoEzc,2024-04-01,1620642972.44556,2627703,700233
kUoEzc,2024-05-01,1768772725.0095,2845293,750611
kUoEzc,2024-06-01,1738031800.01,2837002,771691
kUoEzc,2024-07-01,1746225632.96,2872733,773873
kUoEzc,2024-08-01,1690829865.15,2749933,753653
kUoEzc,2024-09-01,1646934657.21,2789958,733894
kUoEzc,2024-10-01,1187494486.14,1882093,582094
AXO2V,2023-10-01,461028.44,321,280
AXO2V,2023-11-01,1705519.68,898,729
AXO2V,2023-12-01,1486801.87,1075,867
AXO2V,2024-01-01,901509.38,692,566
AXO2V,2024-02-01,929598.52,716,583
AXO2V,2024-03-01,1094853.75,770,610
AXO2V,2024-04-01,1396980.01,862,699
AXO2V,2024-05-01,1297942.44,859,695
AXO2V,2024-06-01,1164485.99,1022,781
AXO2V,2024-07-01,872696.24,894,673
AXO2V,2024-08-01,1064896.78,1049,727
AXO2V,2024-09-01,1029256.56,1076,709
AXO2V,2024-10-01,710115.84,778,508
qb5vr,2023-10-01,3509397.03,1268,1207
qb5vr,2023-11-01,13442002.42,5107,4451
qb5vr,2023-12-01,15631215.86,6412,5844
qb5vr,2024-01-01,8447818.61,4143,3829
qb5vr,2024-02-01,9870857.32,4975,4355
qb5vr,2024-03-01,13574502.58,6245,5482
qb5vr,2024-04-01,10569617.95,5523,4836
qb5vr,2024-05-01,11711264.47,6813,5814
qb5vr,2024-06-01,12687480.71,7156,6240
qb5vr,2024-07-01,11786204.24,7803,6336
qb5vr,2024-08-01,9981059.17,6371,5190
qb5vr,2024-09-01,7457391.55,4348,3371
qb5vr,2024-10-01,4322227.1,2214,1850
fu504X0GO,2023-10-01,167986.3143,30,28
fu504X0GO,2023-11-01,1241267.64127,153,124
fu504X0GO,2023-12-01,749356.98262,99,81
fu504X0GO,2024-01-01,1059018.084,123,114
fu504X0GO,2024-02-01,998806.0521,143,131
fu504X0GO,2024-03-01,1201002.4326,140,126
fu504X0GO,2024-04-01,1424502.33656,155,144
fu504X0GO,2024-05-01,1522211.19672,171,153
fu504X0GO,2024-06-01,1153662.377,141,114
fu504X0GO,2024-07-01,1429466.37684,187,163
fu504X0GO,2024-08-01,1738835.71799,263,225
fu504X0GO,2024-09-01,1302968.71553,175,150
fu504X0GO,2024-10-01,739335.20427,78,69
2zA9ZXxl,2023-10-01,72675375.56342,24140,22619
2zA9ZXxl,2023-11-01,230153112.01086,80270,69337
2zA9ZXxl,2023-12-01,272398914.4344,123936,102427
2zA9ZXxl,2024-01-01,179256568.66935,89820,77111
2zA9ZXxl,2024-02-01,180853529.14426,85435,72102
2zA9ZXxl,2024-03-01,255140912.70879,93313,80632
2zA9ZXxl,2024-04-01,255493765.55645,94341,82033
2zA9ZXxl,2024-05-01,324250411.84212,112953,92150
2zA9ZXxl,2024-06-01,333985251.82272,134263,113740
2zA9ZXxl,2024-07-01,326384687.60531,166134,130953
2zA9ZXxl,2024-08-01,396426416.20764,145910,122955
2zA9ZXxl,2024-09-01,310903593.00493,103228,85078
2zA9ZXxl,2024-10-01,212122776.97496,71198,62788
1gXvpa,2023-10-01,14000574.72,24149,13601
1gXvpa,2023-11-01,49502453.57,81257,33979
1gXvpa,2023-12-01,70593929.17,88447,37593
1gXvpa,2024-01-01,52740718.08,76641,32850
1gXvpa,2024-02-01,50701450.17,77711,31490
1gXvpa,2024-03-01,59712779.71,89555,36154
1gXvpa,2024-04-01,58258577.46,95177,38624
1gXvpa,2024-05-01,64108611.67,99509,41329
1gXvpa,2024-06-01,60347006.28,100161,41634
1gXvpa,2024-07-01,61292751.54,101391,40697
1gXvpa,2024-08-01,61589152.37,97193,39740
1gXvpa,2024-09-01,57190168.03,92842,37030
1gXvpa,2024-10-01,40421611.73,59959,25554
42v4CrfO,2023-10-01,3546473.17872,508,393
42v4CrfO,2023-11-01,14826729.52732,1961,1414
42v4CrfO,2023-12-01,8470447.00084,1421,1046
42v4CrfO,2024-01-01,11213373.61582,2138,1537
42v4CrfO,2024-02-01,10479322.8714,1541,1177
42v4CrfO,2024-03-01,16875588.26669,2080,1522
42v4CrfO,2024-04-01,20700002.19575,2703,1953
42v4CrfO,2024-05-01,20177863.431,2609,1923
42v4CrfO,2024-06-01,18141209.42495,2472,1817
42v4CrfO,2024-07-01,19001997.76618,3197,2288
42v4CrfO,2024-08-01,21820604.85285,2957,2139
42v4CrfO,2024-09-01,16031301.44236,1903,1365
42v4CrfO,2024-10-01,10709214.96541,1272,963
vbwuT,2023-10-01,1137576.86,1540,787
vbwuT,2023-11-01,2916003.42,6039,2100
vbwuT,2023-12-01,2868316.57,4478,1871
vbwuT,2024-01-01,2761011.6,3486,1576
vbwuT,2024-02-01,3581403.96,4795,1952
vbwuT,2024-03-01,3468310.68,8675,2555
vbwuT,2024-04-01,4439385.77,9936,3077
vbwuT,2024-05-01,5332476.91,9735,4208
vbwuT,2024-06-01,6361760.61,11318,4491
vbwuT,2024-07-01,8776374.1,11006,4231
vbwuT,2024-08-01,7713985.22,11031,4254
vbwuT,2024-09-01,5514267.43,10338,3696
vbwuT,2024-10-01,3660855.48,5917,2156
UkEH6,2023-10-01,496248.67,1311,890
UkEH6,2023-11-01,1779713.04,4505,2516
UkEH6,2023-12-01,1756985.57,4074,2323
UkEH6,2024-01-01,1613766.42,3778,2183
UkEH6,2024-02-01,1616244.12,4076,2231
UkEH6,2024-03-01,1961975.16,4531,2610
UkEH6,2024-04-01,1872106.85,4809,2746
UkEH6,2024-05-01,2664774.1698,5890,3557
UkEH6,2024-06-01,2613311.89,5310,3367
UkEH6,2024-07-01,2637524.03,4775,2909
UkEH6,2024-08-01,2809281.3,5176,3307
UkEH6,2024-09-01,2729931.6837,5395,3388
UkEH6,2024-10-01,1721503.23,2943,2167
hYwnb,2023-10-01,149071475.0,77608,64994
hYwnb,2023-11-01,701969199.13,352449,247706
hYwnb,2023-12-01,1042584858.26,430149,325425
hYwnb,2024-01-01,527574554.64,287869,223078
hYwnb,2024-02-01,670854262.62,304939,232376
hYwnb,2024-03-01,924600567.45004,378542,288203
hYwnb,2024-04-01,475061572.50883,252998,193958
hYwnb,2024-05-01,420004266.27169,237243,188189
hYwnb,2024-06-01,457376687.73,255121,199396
hYwnb,2024-07-01,518032333.29381,297089,218997
hYwnb,2024-08-01,596180400.00323,291792,216683
hYwnb,2024-09-01,531467534.96299,244433,183370
hYwnb,2024-10-01,379100111.84608,175480,137194
cQXxpV8,2023-10-01,233241392.83722,516946,374476
cQXxpV8,2023-11-01,797364719.51185,1709927,904635
cQXxpV8,2023-12-01,868398766.62074,1765099,938895
cQXxpV8,2024-01-01,889283422.80511,1733941,945474
cQXxpV8,2024-02-01,830812025.08753,1685273,916120
cQXxpV8,2024-03-01,686257941.52498,1423510,845916
cQXxpV8,2024-04-01,661787696.57282,1398465,825162
cQXxpV8,2024-05-01,728592312.00469,1544399,896538
cQXxpV8,2024-06-01,667576768.56847,1401058,844026
cQXxpV8,2024-07-01,531229045.37738,1100472,673924
cQXxpV8,2024-08-01,590698735.88751,1187634,721787
cQXxpV8,2024-09-01,527896218.78715,1103394,667735
cQXxpV8,2024-10-01,368532232.64931,750711,494306
zQzkXYfxS,2023-10-01,13840410.56,30365,25815
zQzkXYfxS,2023-11-01,48166012.81,103512,75181
zQzkXYfxS,2023-12-01,51225922.6,105876,77300
zQzkXYfxS,2024-01-01,45886747.84,93744,69433
zQzkXYfxS,2024-02-01,45664090.69,93919,68533
zQzkXYfxS,2024-03-01,54820331.43,111018,80606
zQzkXYfxS,2024-04-01,56355099.51,114951,83529
zQzkXYfxS,2024-05-01,59625214.89,119826,87505
zQzkXYfxS,2024-06-01,63302254.14,125371,92859
zQzkXYfxS,2024-07-01,62974382.27,123288,90920
zQzkXYfxS,2024-08-01,64350999.69,123925,91005
zQzkXYfxS,2024-09-01,58954605.52,114394,82038
zQzkXYfxS,2024-10-01,40414760.35,77886,58237
KFZipN4K,2023-10-01,26085378.05863,8028,7239
KFZipN4K,2023-11-01,85904250.62358,30115,24298
KFZipN4K,2023-12-01,81335968.50184,29165,24692
KFZipN4K,2024-01-01,67284209.09453,25630,21921
KFZipN4K,2024-02-01,57416862.25476,19812,17259
KFZipN4K,2024-03-01,86290519.44101,27265,24025
KFZipN4K,2024-04-01,90560956.4369,30896,26596
KFZipN4K,2024-05-01,90678800.94956,32226,27604
KFZipN4K,2024-06-01,91067417.01053,36186,31127
KFZipN4K,2024-07-01,92438720.66124,43611,35493
KFZipN4K,2024-08-01,130743947.47663,48631,40096
KFZipN4K,2024-09-01,111744323.76624,35042,29572
KFZipN4K,2024-10-01,90036685.65083,25856,22565
hHt9Td,2023-10-01,665884.81,378,322
hHt9Td,2023-11-01,1711923.13553,1198,943
hHt9Td,2023-12-01,2847305.53,1721,1360
hHt9Td,2024-01-01,1998913.65,1261,1013
hHt9Td,2024-02-01,1782731.4988,1149,902
hHt9Td,2024-03-01,1842247.3,1193,933
hHt9Td,2024-04-01,1492922.5,1020,795
hHt9Td,2024-05-01,1803961.6,1048,807
hHt9Td,2024-06-01,1213746.14,937,696
hHt9Td,2024-07-01,1773828.26,1048,800
hHt9Td,2024-08-01,1215721.47,499,432
hHt9Td,2024-09-01,1257577.43,354,296
hHt9Td,2024-10-01,736919.73,202,175
ulvmx9WZ,2023-10-01,8021542.55,1703,1564
ulvmx9WZ,2023-11-01,36134321.0,7072,6148
ulvmx9WZ,2023-12-01,69089069.5,12472,10849
ulvmx9WZ,2024-01-01,33141256.0,7144,6347
ulvmx9WZ,2024-02-01,44183157.0,8117,7104
ulvmx9WZ,2024-03-01,59068146.0,11014,9590
ulvmx9WZ,2024-04-01,35376577.93,6416,5716
ulvmx9WZ,2024-05-01,21108656.0,4416,3926
ulvmx9WZ,2024-06-01,39471920.98,6777,6045
ulvmx9WZ,2024-07-01,38671577.0,6754,6040
ulvmx9WZ,2024-08-01,42475195.0,7128,6431
ulvmx9WZ,2024-09-01,43520955.0,6910,6188
ulvmx9WZ,2024-10-01,32934850.0,5063,4572
YNeHnU,2023-10-01,1702498.13,37,35
YNeHnU,2023-11-01,6646892.52,140,108
YNeHnU,2023-12-01,3083972.23,89,70
YNeHnU,2024-01-01,1889806.11,76,54
YNeHnU,2024-02-01,3595354.99,88,73
YNeHnU,2024-03-01,7154307.57,199,140
YNeHnU,2024-04-01,5742707.08,151,120
YNeHnU,2024-05-01,5229420.51,139,102
YNeHnU,2024-06-01,3081615.23,110,90
YNeHnU,2024-07-01,6600349.51,165,129
YNeHnU,2024-08-01,6850647.67,179,141
YNeHnU,2024-09-01,12752221.58,245,205
YNeHnU,2024-10-01,7658625.76,142,114
9n1HDJ6k1,2023-10-01,35456796.96,18000,14726
9n1HDJ6k1,2023-11-01,124206707.02,62853,42072
9n1HDJ6k1,2023-12-01,147158986.15,68546,44768
9n1HDJ6k1,2024-01-01,139045252.07,67076,44153
9n1HDJ6k1,2024-02-01,139848118.37,65110,43378
9n1HDJ6k1,2024-03-01,131477645.94,60080,41677
9n1HDJ6k1,2024-04-01,128614434.05,65386,42471
9n1HDJ6k1,2024-05-01,136640494.37,69567,45461
9n1HDJ6k1,2024-06-01,136320036.63,71258,47282
9n1HDJ6k1,2024-07-01,136681740.05,70079,46658
9n1HDJ6k1,2024-08-01,150767538.13,77827,51867
9n1HDJ6k1,2024-09-01,154681540.77,77551,51289
9n1HDJ6k1,2024-10-01,123472714.85,58128,40981
WdUTqS,2023-10-01,19574041.28704,11978,11286
WdUTqS,2023-11-01,63299030.84776,39517,35930
WdUTqS,2023-12-01,90850561.67175,57389,51693
WdUTqS,2024-01-01,59223458.26945,43886,39632
WdUTqS,2024-02-01,59637096.39621,42127,37776
WdUTqS,2024-03-01,76428786.93543,44781,40762
WdUTqS,2024-04-01,88926738.83,50475,45593
WdUTqS,2024-05-01,100435112.17,58724,52635
WdUTqS,2024-06-01,111701139.76,70840,63760
WdUTqS,2024-07-01,100479188.67,77829,69124
WdUTqS,2024-08-01,87699015.47,60948,54109
WdUTqS,2024-09-01,68077816.14,39891,36077
WdUTqS,2024-10-01,48718442.16,28512,26152
JaVjG0ijD,2023-10-01,9547220.79,4671,4340
JaVjG0ijD,2023-11-01,33491496.40157,16053,13968
JaVjG0ijD,2023-12-01,35834296.08339,16736,14582
JaVjG0ijD,2024-01-01,35721725.0497,15815,13793
JaVjG0ijD,2024-02-01,36076415.816,16082,14076
JaVjG0ijD,2024-03-01,41043065.40215,17835,15385
JaVjG0ijD,2024-04-01,38406027.23298,16854,14657
JaVjG0ijD,2024-05-01,36069993.25372,15652,13685
JaVjG0ijD,2024-06-01,37023942.05259,15686,13890
JaVjG0ijD,2024-07-01,37431021.22706,16161,14208
JaVjG0ijD,2024-08-01,39883947.15721,16671,14683
JaVjG0ijD,2024-09-01,35830403.47955,15119,13273
JaVjG0ijD,2024-10-01,29664534.00897,12109,10782
hnIgZJNbo,2023-10-01,15565245.82521,2159,2027
hnIgZJNbo,2023-11-01,52862630.92801,7520,6811
hnIgZJNbo,2023-12-01,62246022.24152,11095,10115
hnIgZJNbo,2024-01-01,54430445.37163,11685,10655
hnIgZJNbo,2024-02-01,53461416.03785,10693,9708
hnIgZJNbo,2024-03-01,66148633.96281,10668,9771
hnIgZJNbo,2024-04-01,61206132.20287,9362,8469
hnIgZJNbo,2024-05-01,62284834.62442,9472,8513
hnIgZJNbo,2024-06-01,76229429.71146,13226,11595
hnIgZJNbo,2024-07-01,74928139.32117,17093,14720
hnIgZJNbo,2024-08-01,79929538.34599,20135,17280
hnIgZJNbo,2024-09-01,58471837.48801,11924,10031
hnIgZJNbo,2024-10-01,41772869.03418,7244,6251
pkHuBca,2023-10-01,2912189.21,6339,4912
pkHuBca,2023-11-01,8707800.9816,18658,11715
pkHuBca,2023-12-01,9374921.59,18766,12174
pkHuBca,2024-01-01,9708116.82971,19492,12498
pkHuBca,2024-02-01,8953711.59383,18374,11756
pkHuBca,2024-03-01,10203788.12647,21400,13476
pkHuBca,2024-04-01,10405219.47777,22141,13893
pkHuBca,2024-05-01,12295139.93283,25955,16050
pkHuBca,2024-06-01,13132379.38522,27684,17282
pkHuBca,2024-07-01,2336959.81568,4846,3719
pkHuBca,2024-08-01,747265.63797,1532,973
pkHuBca,2024-09-01,577917.55391,1294,840
pkHuBca,2024-10-01,251953.5607,612,368
vyEpMv,2023-10-01,7088.0,19,17
vyEpMv,2023-11-01,25288.0,69,48
vyEpMv,2023-12-01,29573.0,65,53
vyEpMv,2024-01-01,31570.0,67,52
vyEpMv,2024-02-01,18006.0,40,31
vyEpMv,2024-03-01,9094.0,25,23
vyEpMv,2024-04-01,9708.0,34,32
vyEpMv,2024-05-01,15983.0,103,74
vyEpMv,2024-06-01,24196.0,97,69
vyEpMv,2024-07-01,42321.0,109,80
vyEpMv,2024-08-01,36279.0,99,83
vyEpMv,2024-09-01,19527.0,82,66
vyEpMv,2024-10-01,18658.0,109,81
DU2fgtS,2023-10-01,30233805.02,32457,28541
DU2fgtS,2023-11-01,104903237.9,112968,87015
DU2fgtS,2023-12-01,138116135.24,142865,106662
DU2fgtS,2024-01-01,114981593.67,118728,90589
DU2fgtS,2024-02-01,119364741.56,123045,93685
DU2fgtS,2024-03-01,126814302.76,132936,100962
DU2fgtS,2024-04-01,124986983.83,130756,100128
DU2fgtS,2024-05-01,119867279.07,132834,102263
DU2fgtS,2024-06-01,122399688.69,128786,100336
DU2fgtS,2024-07-01,125831015.83,133064,103432
DU2fgtS,2024-08-01,131654252.53,136711,105792
DU2fgtS,2024-09-01,141967415.53,145467,110078
DU2fgtS,2024-10-01,101603109.66,100746,79538
HBhjofUbZ,2023-10-01,781468.82822,414,360
HBhjofUbZ,2023-11-01,3281686.89757,1568,1328
HBhjofUbZ,2023-12-01,3383544.07,1580,1362
HBhjofUbZ,2024-01-01,3823523.62317,1706,1476
HBhjofUbZ,2024-02-01,3612455.34335,1645,1397
HBhjofUbZ,2024-03-01,4192293.20167,1858,1508
HBhjofUbZ,2024-04-01,3295376.54431,1339,1181
